,basin_id,P,T,evap,Q
885,DEBY0696,0,0,0,0
886,DEBY0698,0,0,0,0
887,DEBY0702,0,0,0,0
888,DEBY0704,0,0,0,0
889,DEBY0707,0,0,0,0
890,DEBY0708,0,0,0,0
891,DEBY0709,0,0,0,0
892,DEBY0713,0,0,0,0
893,DEBY0718,0,0,0,0
894,DEBY0722,0,0,0,0
895,DEBY0725,0,0,0,30
896,DEBY0726,0,0,0,0
897,DEBY0728,0,0,0,1
898,DEBY0729,0,0,0,0
899,DEBY0734,0,0,0,0
900,DEBY0735,0,0,0,0
901,DEBY0736,0,0,0,0
902,DEBY0737,0,0,0,0
903,DEBY0739,0,0,0,0
904,DEBY0741,0,0,0,0
905,DEBY0742,0,0,0,0
906,DEBY0743,0,0,0,0
907,DEBY0746,0,0,0,0
908,DEBY0747,0,0,0,2
909,DEBY0748,0,0,0,0
910,DEBY0749,0,0,0,0
911,DEBY0752,0,0,0,0
912,DEBY0753,0,0,0,0
913,DEBY0754,0,0,0,0
914,DEBY0755,0,0,0,0
915,DEBY0757,0,0,0,0
916,DEBY0758,0,0,0,0
917,DEBY0760,0,0,0,19
918,DEBY0761,0,0,0,0
919,DEBY0762,0,0,0,0
920,DEBY0764,0,0,0,0
921,DEBY0765,0,0,0,0
922,DEBY0766,0,0,0,21
923,DEBY0768,0,0,0,0
924,DEBY0770,0,0,0,0
925,DEBY0771,0,0,0,0
926,DEBY0774,0,0,0,0
927,DEBY0776,0,0,0,0
928,DEBY0777,0,0,0,0
929,DEBY0778,0,0,0,0
930,DEBY0779,0,0,0,0
931,DEBY0780,0,0,0,0
932,DEBY0785,0,0,0,0
933,DEBY0790,0,0,0,0
934,DEBY0792,0,0,0,63
935,DEBY0794,0,0,0,44
936,DEBY0798,0,0,0,0
937,DEBY0805,0,0,0,0
938,DEBY0806,0,0,0,0
939,DEBY0807,0,0,0,0
940,DEBY0808,0,0,0,0
941,DEBY0809,0,0,0,0
942,DEBY0810,0,0,0,0
943,DEBY0811,0,0,0,0
944,DEBY0814,0,0,0,0
945,DEBY0815,0,0,0,0
946,DEBY0816,0,0,0,0
947,DEBY0819,0,0,0,0
948,DEBY0820,0,0,0,0
949,DEBY0821,0,0,0,0
950,DEBY0826,0,0,1,0
951,DEBY0828,0,0,0,0
952,DEBY0829,0,0,0,0
953,DEBY0830,0,0,0,0
954,DEBY0837,0,0,0,0
955,DEBY0844,0,0,0,0
956,DEBY0845,0,0,0,0
957,DEBY0847,0,0,1,0
958,DEBY0848,0,0,0,0
959,DEBY0850,0,0,0,0
960,DEBY0852,0,0,0,0
961,DEBY0853,0,0,0,0
962,DEBY0854,0,0,0,0
963,DEBY0856,0,0,0,0
964,DEBY0857,0,0,0,0
965,DEBY0858,0,0,0,0
966,DEBY0859,0,0,0,0
967,DEBY0862,0,0,0,0
968,DEBY0863,0,0,0,0
969,DEBY0864,0,0,0,0
970,DEBY0869,0,0,0,1
971,DEBY0871,0,0,0,0
972,DEBY0873,0,0,0,0
973,DEBY0876,0,0,0,0
974,DEBY0877,0,0,0,5
975,DEBY0878,0,0,0,0
976,DEBY0879,0,0,0,0
977,DEBY0880,0,0,0,0
978,DEBY0881,0,0,0,0
979,DEBY0885,0,0,0,0
980,DEBY0887,0,0,0,0
981,DEBY0888,0,0,0,0
982,DEBY0890,0,0,0,0
983,DEBY0895,0,0,0,0
984,DEBY0896,0,0,0,0
985,DEBY0897,0,0,0,0
986,DEBY0901,0,0,0,0
987,DEHE0902,0,0,0,0
988,DEHE0904,0,0,0,0
989,DEHE0905,0,0,0,0
990,DEHE0906,0,0,0,0
991,DEHE0907,0,0,0,0
992,DEHE0909,0,0,0,0
993,DEHE0911,0,0,0,0
994,DEHE0912,0,0,0,0
995,DEHE0913,0,0,0,0
996,DEHE0914,0,0,0,0
997,DEHE0915,0,0,0,0
998,DEHE0917,0,0,0,0
999,DEHE0918,0,0,0,0
1000,DEHE0921,0,0,0,0
1001,DEHE0923,0,0,0,0
1002,DEHE0924,0,0,0,0
1003,DEHE0925,0,0,0,0
1004,DEHE0926,0,0,0,0
1005,DEHE0927,0,0,0,0
1006,DEHE0928,0,0,0,0
1007,DEHE0930,0,0,0,365
1008,DEHE0931,0,0,0,0
1009,DEHE0932,0,0,0,0
1010,DEHE0933,0,0,0,0
1011,DEHE0934,0,0,0,0
1012,DEHE0935,0,0,0,0
1013,DEHE0936,0,0,0,0
1014,DEHE0937,0,0,0,0
1015,DEHE0938,0,0,0,0
1016,DEHE0939,0,0,0,0
1017,DEHE0940,0,0,0,0
1018,DEHE0941,0,0,0,0
1019,DEHE0943,0,0,0,0
1020,DEHE0944,0,0,0,0
1021,DEHE0945,0,0,0,0
1022,DEHE0947,0,0,0,0
1023,DEHE0948,0,0,0,0
1024,DEHE0950,0,0,0,0
1025,DEHE0951,0,0,0,0
1026,DEHE0952,0,0,0,0
1027,DEHE0954,0,0,0,0
1028,DEHE0957,0,0,0,304
1029,DEHE0958,0,0,0,0
1030,DEHE0959,0,0,0,0
1031,DEHE0960,0,0,0,0
1032,DEHE0962,0,0,0,0
1033,DEHE0963,0,0,0,0
1034,DEHE0964,0,0,0,0
1035,DEHE0965,0,0,0,0
1036,DEHE0966,0,0,0,0
1037,DEHE0967,0,0,0,0
1038,DEHE0968,0,0,0,0
1039,DEHE0969,0,0,0,0
1040,DEHE0971,0,0,0,0
1041,DEHE0973,0,0,0,0
1042,DEHE0974,0,0,0,0
1043,DEHE0975,0,0,0,0
1044,DEHE0977,0,0,0,0
1045,DEHE0978,0,0,0,0
1046,DEHE0979,0,0,0,0
1047,DEHE0980,0,0,0,0
1048,DEHE0981,0,0,0,0
1049,DEHE0983,0,0,0,0
1050,DEHE0984,0,0,0,0
1051,DEHE0985,0,0,0,0
1052,DEHE0986,0,0,0,0
1053,DEHE0987,0,0,0,0
1054,DEHE0988,0,0,0,0
1055,DEHE0989,0,0,0,0
1056,DEHE0991,0,0,0,0
1057,DEHE0992,0,0,0,0
1058,DEHE0993,0,0,0,0
1059,DEHE0994,0,0,0,0
1060,DEHE0997,0,0,0,0
1061,DEHE0998,0,0,0,0
1062,DEHE0999,0,0,0,0
1063,DEHE1001,0,0,0,0
1064,DEHE1002,0,0,0,0
1065,DEHE1003,0,0,0,0
1066,DEHE1005,0,0,0,0
1067,DEHE1006,0,0,0,0
1068,DEHE1011,0,0,0,0
1069,DEHE1012,0,0,0,0
1070,DEHE1016,0,0,0,0
1071,DEHE1017,0,0,0,0
1072,DEHE1018,0,0,0,0
1073,DEHE1020,0,0,0,0
1074,DENI1821,0,0,0,0
1075,DENI1822,0,0,0,0
1076,DENI1823,0,0,0,0
1077,DENI1824,0,0,0,0
1078,DENI1825,0,0,0,0
1079,DENI1826,0,0,0,0
1080,DENI1830,0,0,0,0
1081,DENI1832,0,0,0,0
1082,DENI1834,0,0,0,0
1083,DENI1836,0,0,0,0
1084,DENI1841,0,0,0,0
1085,DENI1844,0,0,0,0
1086,DENI1845,0,0,0,0
1087,DENI1846,0,0,0,0
1088,DENI1850,0,0,0,0
1089,DENI1855,0,0,0,365
1090,DENI1858,0,0,0,0
1091,DENI1859,0,0,0,0
1092,DENI1860,0,0,0,0
1093,DENI1861,0,0,0,0
1094,DENI1863,0,0,0,0
1095,DENI1864,0,0,0,0
1096,DENI1865,0,0,0,0
1097,DENI1869,0,0,0,0
1098,DENI1870,0,0,0,0
1099,DENI1871,0,0,0,0
1100,DENI1873,0,0,0,4
1101,DENI1874,0,0,0,0
1102,DENI1876,0,0,0,0
1103,DENI1877,0,0,0,0
1104,DENI1881,0,0,0,0
1105,DENI1883,0,0,0,0
1106,DENI1885,0,0,0,0
1107,DENI1886,0,0,0,0
1108,DENI1890,0,0,0,0
1109,DENI1891,0,0,0,0
1110,DENI1895,0,0,0,0
1111,DENI1897,0,0,0,0
1112,DENI1904,0,0,0,0
1113,DENI1906,0,0,0,116
1114,DENI1907,0,0,0,0
1115,DENI1913,0,0,0,0
1116,DENI1914,0,0,0,0
1117,DENI1916,0,0,0,0
1118,DENI1918,0,0,0,0
1119,DENI1919,0,0,0,0
1120,DENI1920,0,0,0,0
1121,DENI1922,0,0,0,0
1122,DENI1924,0,0,0,0
1123,DENI1925,0,0,0,0
1124,DENI1926,0,0,0,0
1125,DENI1929,0,0,0,0
1126,DENI1931,0,0,0,0
1127,DENI1933,0,0,0,0
1128,DENI1934,0,0,0,0
1129,DENI1935,0,0,0,0
1130,DENI1937,0,0,0,0
1131,DENI1938,0,0,0,0
1132,DENI1939,0,0,0,0
1133,DENI1940,0,0,0,0
1134,DENI1941,0,0,0,0
1135,DENI1942,0,0,0,0
1136,DENI1943,0,0,0,0
1137,DENW1023,0,0,0,0
1138,DENW1025,0,0,0,0
1139,DENW1026,0,0,0,683
1140,DENW1028,0,0,0,0
1141,DENW1032,0,0,0,0
1142,DENW1033,0,0,0,0
1143,DENW1035,0,0,0,0
1144,DENW1036,0,0,0,34
1145,DENW1041,0,0,0,0
1146,DENW1042,0,0,0,0
1147,DENW1043,0,0,0,0
1148,DENW1044,0,0,0,0
1149,DENW1046,0,0,0,0
1150,DENW1048,0,0,0,0
1151,DENW1050,0,0,0,0
1152,DENW1054,0,0,0,317
1153,DENW1056,0,0,0,1
1154,DENW1058,0,0,0,0
1155,DENW1059,0,0,0,0
1156,DENW1061,0,0,0,0
1157,DENW1062,0,0,0,0
1158,DENW1069,0,0,0,0
1159,DENW1070,0,0,0,0
1160,DENW1071,0,0,0,0
1161,DENW1074,0,0,0,0
1162,DENW1075,0,0,0,0
1163,DENW1077,0,0,0,0
1164,DENW1081,0,0,0,0
1165,DENW1085,0,0,0,0
1166,DENW1086,0,0,0,0
1167,DENW1092,0,0,0,8
1168,DENW1096,0,0,0,0
1169,DENW1097,0,0,0,1
1170,DENW1100,0,0,0,0
1171,DENW1103,0,0,0,0
1172,DENW1106,0,0,0,4
1173,DENW1113,0,0,0,192
1174,DENW1114,0,0,0,0
1175,DENW1117,0,0,0,0
1176,DENW1119,0,0,0,0
1177,DENW1120,0,0,0,0
1178,DENW1121,0,0,0,0
1179,DENW1122,0,0,0,0
1180,DENW1127,0,0,0,4
1181,DENW1132,0,0,0,0
1182,DENW1137,0,0,0,0
1183,DENW1138,0,0,0,0
1184,DENW1143,0,0,0,0
1185,DENW1148,0,0,0,0
1186,DENW1151,0,0,0,58
1187,DENW1152,0,0,0,0
1188,DENW1154,0,0,0,0
1189,DENW1155,0,0,0,0
1190,DENW1157,0,0,0,0
1191,DENW1164,0,0,0,0
1192,DENW1166,0,0,0,0
1193,DENW1168,0,0,0,0
1194,DENW1169,0,0,0,0
1195,DENW1172,0,0,0,1
1196,DENW1175,0,0,0,1
1197,DENW1178,0,0,0,0
1198,DENW1183,0,0,0,0
1199,DENW1184,0,0,0,0
1200,DENW1186,0,0,0,0
1201,DENW1188,0,0,0,0
1202,DENW1189,0,0,0,0
1203,DENW1193,0,0,0,0
1204,DENW1194,0,0,0,0
1205,DENW1195,0,0,0,0
1206,DENW1196,0,0,0,295
1207,DENW1197,0,0,0,0
1208,DENW1199,0,0,0,0
1209,DENW1201,0,0,0,0
1210,DENW1202,0,0,0,0
1211,DENW1203,0,0,0,0
1212,DENW1204,0,0,0,295
1213,DENW1205,0,0,0,0
1214,DENW1207,0,0,0,0
1215,DENW1208,0,0,0,0
1216,DENW1210,0,0,0,0
1217,DENW1212,0,0,0,0
1218,DENW1213,0,0,0,0
1219,DENW1214,0,0,0,0
1220,DENW1218,0,0,0,299
1221,DENW1222,0,0,0,0
1222,DENW1225,0,0,0,5
1223,DENW1227,0,0,0,0
1224,DENW1228,0,0,0,7
1225,DENW1231,0,0,0,0
1226,DENW1234,0,0,0,0
1227,DENW1236,0,0,0,0
1228,DENW1238,0,0,0,0
1229,DENW1241,0,0,0,0
1230,DENW1242,0,0,0,0
1231,DENW1243,0,0,0,0
1232,DENW1246,0,0,0,637
1233,DENW1248,0,0,0,0
1234,DENW1251,0,0,0,0
1235,DENW1256,0,0,0,0
1236,DENW1257,0,0,0,0
1237,DENW1258,0,0,0,1
1238,DENW1262,0,0,0,0
1239,DENW1266,0,0,0,0
1240,DENW1268,0,0,0,0
1241,DENW1269,0,0,0,0
1242,DENW1271,0,0,0,0
1243,DENW1272,0,0,0,0
1244,DENW1278,0,0,0,225
1245,DENW1279,0,0,0,0
1246,DENW1280,0,0,0,0
1247,DENW1281,0,0,0,0
1248,DENW1282,0,0,0,0
1249,DENW1283,0,0,0,0
1250,DENW1284,0,0,0,0
1251,DENW1286,0,0,0,0
1252,DENW1287,0,0,0,0
1253,DENW1289,0,0,0,0
1254,DERP1962,0,0,0,0
1255,DERP1963,0,0,0,0
1256,DERP1964,0,0,0,0
1257,DERP1965,0,0,0,0
1258,DERP1966,0,0,0,0
1259,DERP1967,0,0,0,0
1260,DERP1969,0,0,0,0
1261,DERP1970,0,0,0,0
1262,DERP1971,0,0,0,0
1263,DERP1972,0,0,0,0
1264,DERP1973,0,0,0,0
1265,DERP1974,0,0,0,0
1266,DERP1976,0,0,0,0
1267,DERP1977,0,0,0,0
1268,DERP1978,0,0,0,0
1269,DERP1979,0,0,0,0
1270,DERP1980,0,0,0,0
1271,DERP1981,0,0,0,0
1272,DERP1982,0,0,0,0
1273,DERP1983,0,0,0,0
1274,DERP1984,0,0,0,0
1275,DERP1985,0,0,0,0
1276,DERP1986,0,0,0,0
1277,DERP1987,0,0,0,0
1278,DERP1988,0,0,0,0
1279,DERP1989,0,0,0,0
1280,DERP1990,0,0,0,0
1281,DERP1991,0,0,0,0
1282,DERP1992,0,0,0,0
1283,DERP1993,0,0,0,0
1284,DERP1994,0,0,0,0
1285,DERP1995,0,0,0,0
1286,DERP1996,0,0,0,0
1287,DERP1997,0,0,0,0
1288,DERP1998,0,0,0,0
1289,DERP1999,0,0,0,0
1290,DERP2000,0,0,0,0
1291,DERP2001,0,0,0,0
1292,DERP2002,0,0,0,0
1293,DERP2005,0,0,0,0
1294,DERP2006,0,0,0,0
1295,DERP2007,0,0,0,0
1296,DERP2008,0,0,0,0
1297,DERP2009,0,0,0,0
1298,DERP2010,0,0,0,0
1299,DERP2011,0,0,0,0
1300,DERP2012,0,0,0,0
1301,DERP2013,0,0,0,0
1302,DERP2017,0,0,0,0
1303,DERP2018,0,0,0,0
1304,DERP2019,0,0,1,0
1305,DERP2026,0,0,0,0
1306,DERP2027,0,0,0,0
1307,DERP2028,0,0,0,0
1308,DERP2029,0,0,0,0
1309,DERP2030,0,0,0,0
1310,DERP2031,0,0,0,0
1311,DERP2032,0,0,0,0
1312,DERP2033,0,0,0,0
1313,DERP2034,0,0,0,0
1314,DERP2035,0,0,0,0
1315,DERP2036,0,0,0,0
1316,DERP2037,0,0,0,0
1317,DERP2038,0,0,0,0
1318,DERP2039,0,0,0,0
1319,DERP2040,0,0,0,0
1320,DERP2041,0,0,0,0
1321,DERP2042,0,0,0,0
1322,DERP2043,0,0,0,0
1323,DERP2044,0,0,0,0
1324,DERP2045,0,0,0,0
1325,DERP2046,0,0,0,0
1326,DERP2047,0,0,0,0
1327,DERP2048,0,0,0,0
1328,DERP2049,0,0,0,0
1329,DERP2050,0,0,0,0
1330,DERP2051,0,0,0,0
1331,DERP2052,0,0,0,0
1332,DERP2053,0,0,0,0
1333,DERP2054,0,0,0,0
1334,DESH1294,0,0,0,618
1335,DESH1300,0,0,0,287
1336,DESH1301,0,0,0,287
1337,DESH1302,0,0,0,287
1338,DESH1309,0,0,0,287
1339,DESH1310,0,0,0,287
1340,DESH1311,0,0,0,287
1341,DESH1319,0,0,0,287
1342,DESH1322,0,0,0,287
1343,DESH1325,0,0,0,287
1344,DESH1328,0,0,0,287
1345,DESH1334,0,0,0,287
1346,DESH1341,0,0,0,287
1347,DESH1344,0,0,0,287
1348,DESH1348,0,0,0,287
1349,DESH1355,0,0,0,287
1350,DESH1367,0,0,0,288
1351,DESH1379,0,0,0,287
1352,DESH1380,0,0,0,321
1353,DESH1383,0,0,0,287
1354,DESH1388,0,0,0,287
1355,DESH1391,0,0,0,287
1356,DESH1415,0,0,0,287
1357,DESH1417,0,0,0,557
1358,DESH1425,0,0,0,287
1359,DESH1426,0,0,0,287
1360,DESH1434,0,0,0,287
1361,DESH1443,0,0,0,287
1362,DESH1444,0,0,0,287
1363,DESH1449,0,0,0,926
1364,DESH1450,0,0,0,287
1365,DESH1454,0,0,0,287
1366,DESH1456,0,0,0,308
1367,DESH1457,0,0,0,287
1368,DESH1459,0,0,0,287
1369,DESH1460,0,0,0,287
1370,DESH1461,0,0,0,287
1371,DESH1462,0,0,0,287
1372,DESH1465,0,0,0,287
1373,DESH1468,0,0,0,287
1374,DESH1470,0,0,0,287
1375,DESH1482,0,0,0,287
1376,DESH1488,0,0,0,287
1377,DESH1489,0,0,0,287
1378,DESH1491,0,0,0,287
1379,DESH1493,0,0,0,287
1380,DESH1499,0,0,0,287
1381,DESH1502,0,0,0,287
1382,DESH1504,0,0,0,287
1383,DESH1507,0,0,0,287
1384,DESH1512,0,0,0,287
1385,DESH1515,0,0,0,287
1386,DESH1518,0,0,0,287
1387,DESH1521,0,0,0,287
1388,DESH1522,0,0,0,287
1389,DESH1524,0,0,0,287
1390,DESH1525,0,0,0,432
1391,DESH1526,0,0,0,287
1392,DESN1529,0,0,0,365
1393,DESN1541,0,0,0,0
1394,DESN1542,0,0,0,0
1395,DESN1545,0,0,0,0
1396,DESN1548,0,0,0,0
1397,DESN1551,0,0,0,0
1398,DESN1555,0,0,0,0
1399,DESN1560,0,0,0,974
1400,DESN1563,0,0,0,0
1401,DESN1565,0,0,0,0
1402,DESN1566,0,0,0,0
1403,DESN1568,0,0,0,0
1404,DESN1573,0,0,0,0
1405,DESN1574,0,0,0,0
1406,DESN1576,0,0,0,0
1407,DESN1579,0,0,0,0
1408,DESN1585,0,0,0,0
1409,DESN1591,0,0,0,28
1410,DESN1600,0,0,0,0
1411,DESN1607,0,0,0,0
1412,DESN1610,0,0,0,0
1413,DESN1616,0,0,0,242
1414,DESN1620,0,0,0,23
1415,DESN1621,0,0,0,297
1416,DESN1622,0,0,0,1096
1417,DESN1623,0,0,0,0
1418,DESN1632,0,0,0,0
1419,DESN1633,0,0,0,0
1420,DESN1637,0,0,0,365
1421,DESN1638,0,0,0,0
1422,DESN1645,0,0,0,1095
1423,DESN1646,0,0,0,1
1424,DESN1655,0,0,0,0
1425,DESN1662,0,0,0,0
1426,DESN1666,0,0,0,32
1427,DESN1676,0,0,0,295
1428,DESN1678,0,0,0,0
1429,DESN1679,0,0,0,0
1430,DESN1682,0,0,0,0
1431,DESN1687,0,0,0,0
1432,DESN1688,0,0,0,0
1433,DESN1690,0,0,0,0
1434,DEST1697,0,0,0,0
1435,DEST1698,0,0,0,0
1436,DEST1699,0,0,0,0
1437,DEST1703,0,0,0,0
1438,DEST1715,0,0,0,0
1439,DEST1716,0,0,0,575
1440,DEST1719,0,0,0,584
1441,DEST1721,0,0,0,237
1442,DEST1722,0,0,0,0
1443,DEST1723,0,0,0,338
1444,DEST1724,0,0,0,980
1445,DEST1732,0,0,0,1355
1446,DEST1733,0,0,0,20
1447,DEST1735,0,0,0,0
1448,DEST1736,0,0,0,0
1449,DEST1737,0,0,0,0
1450,DEST1738,0,0,0,0
1451,DEST1739,0,0,0,0
1452,DEST1740,0,0,0,517
1453,DEST1741,0,0,0,819
1454,DEST1742,0,0,0,0
1455,DEST1746,0,0,0,179
1456,DEST1747,0,0,0,0
1457,DEST1749,0,0,0,0
1458,DEST1750,0,0,0,0
1459,DEST1753,0,0,0,0
1460,DEST1754,0,0,0,0
1461,DEST1755,0,0,0,0
1462,DEST1756,0,0,0,0
1463,DEST1757,0,0,0,0
1464,DEST1761,0,0,0,0
1465,DEST1762,0,0,0,0
1466,DEST1763,0,0,0,0
1467,DEST1764,0,0,0,523
1468,DEST1765,0,0,0,0
1469,DEST1766,0,0,0,365
1470,DEST1767,0,0,0,0
1471,DEST1768,0,0,0,0
1472,DEST1770,0,0,0,0
1473,DEST1773,0,0,0,0
1474,DEST1775,0,0,0,0
1475,DEST1777,0,0,0,0
1476,DEST1779,0,0,0,0
1477,DEST1782,0,0,0,295
1478,DEST1783,0,0,0,295
1479,DEST1785,0,0,0,0
1480,DEST1786,0,0,0,438
1481,DEST1789,0,0,0,2121
1482,DEST1790,0,0,0,0
1483,DEST1791,0,0,0,0
1484,DEST1792,0,0,0,0
1485,DEST1801,0,0,0,0
1486,DEST1805,0,0,0,0
1487,DEST1813,0,0,0,0
1488,DEST1816,0,0,0,0
1489,DEST1818,0,0,0,0
1490,DETH2055,0,0,0,0
1491,DETH2056,0,0,0,0
1492,DETH2057,0,0,0,0
1493,DETH2059,0,0,0,0
1494,DETH2060,0,0,0,0
1495,DETH2064,0,0,0,0
1496,DETH2065,0,0,0,0
1497,DETH2066,0,0,0,0
1498,DETH2067,0,0,0,0
1499,DETH2068,0,0,0,0
1500,DETH2069,0,0,0,0
1501,DETH2071,0,0,0,0
1502,DETH2072,0,0,0,0
1503,DETH2074,0,0,0,0
1504,DETH2075,0,0,0,0
1505,DETH2076,0,0,0,660
1506,DETH2083,0,0,0,0
1507,DETH2084,0,0,0,295
1508,DETH2085,0,0,0,0
1509,DETH2086,0,0,0,0
1510,DETH2087,0,0,0,0
1511,DETH2088,0,0,0,0
1512,DETH2089,0,0,0,0
1513,DETH2090,0,0,0,0
1514,DETH2091,0,0,0,0
1515,DETH2092,0,0,0,0
1516,DETH2093,0,0,0,0
1517,DETH2097,0,0,0,0
1518,DETH2098,0,0,0,0
1519,DETH2100,0,0,0,0
1520,DETH2101,0,0,0,0
1521,DETH2102,0,0,0,365
1522,DETH2103,0,0,0,0
1523,DETH2104,0,0,0,0
1524,DETH2105,0,0,0,0
1525,DETH2106,0,0,0,0
1526,DETH2107,0,0,0,0
1527,DETH2108,0,0,0,0
1528,DETH2109,0,0,0,0
1529,DETH2110,0,0,0,0
1530,ES000016,0,0,0,667
1531,ES000022,0,0,0,28
1532,ES000048,0,0,0,113
1533,ES000062,0,0,0,25
1534,ES000063,0,0,0,1
1535,ES000069,0,0,0,49
1536,ES000072,0,0,0,43
1537,ES000074,0,0,0,72
1538,ES000075,0,0,0,730
1539,ES000084,0,0,0,11
1540,ES000085,0,0,0,255
1541,ES000095,0,0,0,77
1542,ES000103,0,0,0,366
1543,ES000106,0,0,0,142
1544,ES000111,0,0,0,0
1545,ES000113,0,0,0,332
1546,ES000117,0,0,0,365
1547,ES000120,0,0,0,0
1548,ES000121,0,0,0,0
1549,ES000125,0,0,0,0
1550,ES000129,0,0,0,0
1551,ES000131,0,0,0,0
1552,ES000133,0,0,0,60
1553,ES000141,0,0,0,0
1554,ES000142,0,0,0,0
1555,ES000145,0,0,0,29
1556,ES000147,0,0,0,0
1557,ES000148,0,0,0,0
1558,ES000150,0,0,0,0
1559,ES000151,0,0,0,183
1560,ES000153,0,0,0,0
1561,ES000154,0,0,0,0
1562,ES000158,0,0,0,0
1563,ES000172,0,0,0,0
1564,ES000174,0,0,0,0
1565,ES000181,0,0,0,67
1566,ES000188,0,0,0,90
1567,ES000203,0,0,0,184
1568,ES000208,0,0,0,220
1569,ES000210,0,0,0,0
1570,ES000211,0,0,0,36
1571,ES000215,0,0,0,365
1572,ES000222,0,0,0,0
1573,ES000224,0,0,0,93
1574,ES000227,0,0,0,155
1575,ES000231,0,0,0,21
1576,ES000232,0,0,2,191
1577,ES000259,0,0,0,334
1578,ES000310,0,0,0,365
1579,ES000317,0,0,0,261
1580,ES000327,0,0,0,34
1581,ES000328,0,0,0,77
1582,ES000332,0,0,0,37
1583,ES000334,0,0,17,275
1584,ES000335,0,0,23,109
1585,ES000336,0,0,9,26
1586,ES000337,0,0,8,118
1587,ES000340,0,0,0,144
1588,ES000345,0,0,0,272
1589,ES000346,0,0,0,159
1590,ES000347,0,0,0,112
1591,ES000348,0,0,0,0
1592,ES000349,0,0,0,98
1593,ES000350,0,0,0,87
1594,ES000352,0,0,0,26
1595,ES000354,0,0,0,273
1596,ES000355,0,0,0,151
1597,ES000356,0,0,0,0
1598,ES000357,0,0,0,0
1599,ES000358,0,0,0,207
1600,ES000361,0,0,0,41
1601,ES000362,0,0,0,401
1602,ES000363,0,0,0,185
1603,ES000364,0,0,0,11
1604,ES000369,0,0,0,54
1605,ES000370,0,0,0,293
1606,ES000371,0,0,0,29
1607,ES000372,0,0,0,470
1608,ES000374,0,0,0,165
1609,ES000375,0,0,0,113
1610,ES000376,0,0,0,8
1611,ES000377,0,0,0,197
1612,ES000378,0,0,0,205
1613,ES000382,0,0,0,1207
1614,ES000384,0,0,0,488
1615,ES000385,0,0,0,329
1616,ES000386,0,0,0,291
1617,ES000387,0,0,0,1224
1618,ES000388,0,0,1,1339
1619,ES000391,0,0,0,14
1620,ES000394,0,0,0,13
1621,ES000401,0,0,0,421
1622,ES000403,0,0,0,356
1623,ES000405,0,0,0,676
1624,ES000407,0,0,0,0
1625,ES000415,0,0,0,404
1626,ES000416,0,0,0,121
1627,ES000428,0,0,0,74
1628,ES000432,0,0,0,0
1629,ES000433,0,0,0,570
1630,ES000434,0,0,0,250
1631,ES000435,0,0,0,0
1632,ES000437,0,0,0,291
1633,ES000452,0,0,0,67
1634,ES000455,0,0,69,287
1635,ES000457,0,0,0,454
1636,ES000463,0,0,0,137
1637,ES000465,0,0,0,11
1638,ES000468,0,0,0,168
1639,ES000475,0,0,0,0
1640,ES000478,0,0,0,328
1641,ES000486,0,0,0,434
1642,ES000487,0,0,0,246
1643,ES000492,0,0,0,0
1644,ES000493,0,0,0,66
1645,ES000494,0,0,0,211
1646,ES000495,0,0,0,9
1647,ES000496,0,0,0,200
1648,ES000497,0,0,0,0
1649,ES000498,0,0,0,120
1650,ES000499,0,0,0,510
1651,ES000500,0,0,0,110
1652,ES000505,0,0,0,8
1653,ES000514,0,0,0,1461
1654,ES000515,0,0,0,3
1655,ES000522,0,0,0,37
1656,ES000523,0,0,0,271
1657,ES000531,0,0,8,0
1658,ES000532,0,0,0,129
1659,ES000533,0,0,6,0
1660,ES000534,0,0,0,304
1661,ES000535,0,0,0,303
1662,ES000542,0,0,0,271
1663,ES000545,0,0,0,324
1664,ES000546,0,0,64,670
1665,ES000599,0,0,0,280
1666,ES000600,0,0,0,323
1667,ES000602,0,0,0,953
1668,ES000605,0,0,0,1054
1669,ES000607,0,0,0,267
1670,ES000610,0,0,0,648
1671,ES000611,0,0,0,264
1672,ES000613,0,0,0,326
1673,ES000618,0,0,0,417
1674,ES000623,0,0,0,272
1675,ES000630,0,0,0,264
1676,ES000642,0,0,0,271
1677,ES000643,0,0,0,264
1678,ES000646,0,0,0,272
1679,ES000668,0,0,0,2133
1680,ES000673,0,0,4,1824
1681,ES000685,0,0,0,1447
1682,ES000718,0,0,0,1468
1683,ES000756,0,0,0,2483
1684,ES000757,0,0,0,2649
1685,ES000794,0,0,0,39
1686,ES000965,0,0,0,15
1687,ES000966,0,0,0,0
1688,ES000967,0,0,0,312
1689,ES000968,0,0,0,31
1690,ES000970,0,0,0,14
1691,ES000998,0,0,0,0
1692,ES001008,0,0,0,0
1693,ES001011,0,0,0,14
1694,ES001012,0,0,0,152
1695,ES001013,0,0,0,0
1696,ES001014,0,0,0,45
1697,ES001016,0,0,0,5
1698,ES001020,0,0,0,70
1699,ES001035,0,0,0,363
1700,ES001038,0,0,0,0
1701,ES001040,0,0,0,69
1702,ES001041,0,0,0,124
1703,ES001044,0,0,0,34
1704,ES001061,0,0,0,194
1705,ES001062,0,0,0,338
1706,ES001064,0,0,0,1348
1707,ES001065,0,0,0,242
1708,ES001094,0,0,0,296
1709,ES001110,0,0,0,4
1710,ES001144,0,0,0,366
1711,ES001146,0,0,0,1
1712,ES001147,0,0,0,365
