id	P_sum_CAM	P_sum_Estr	rel_diff_P	T_mean_CAM	T_mean_Estr	T_diff	Epot_sum_CAM	Epot_sum_Estr	rel_diff_Epot
DETH2066	1057.9325	1073.973	1.51621204566452	7.39754962354552	7.45782203969884	0.0602724161533192	616.6355	690.5985	11.9946062138816
DETH2067	993.0165	993.93	0.0919924291288096	7.63928268309377	7.69352087611225	0.0542381930184801	636.747	699.775	9.89843689879966
DETH2068	1176.0945	1202.244	2.22341827123588	7.02670362765229	6.71591786447639	-0.310785763175907	581.769	634.757	9.10808241759185
DETH2069	905.1285	925.662	2.26857291533744	7.80338124572211	7.86223682409309	0.058855578370979	641.648	701.679	9.35575268683142
DETH2071	836.844	839.312	0.294917571255822	8.05856399726215	8.04121971252567	-0.0173442847364829	666.875	720.6325	8.06110590440486
DETH2072	784.264	806.2305	2.80090632746116	8.36403969883641	8.40301574264203	0.0389760438056133	677.3255	731.169	7.94942756473807
DETH2074	612.867	624.9605	1.97326663044346	8.92985763175907	8.93282272416153	0.00296509240246401	720.4555	762.059	5.77461064562627
DETH2075	719.983	709.3975	-1.47024304740527	8.50702395619439	8.54481451060917	0.0377905544147836	677.547	718.1315	5.98991656667359
DETH2076	718.8125	723.019	0.585201286844623	8.3961711156742	8.41163449691992	0.0154633812457217	660.027	705.867	6.94517042484624
DETH2083	699.762	688.2185	-1.64963230355462	7.89976728268309	7.96199863107461	0.0622313483915127	665.4915	717.3645	7.79469008995608
DETH2084	922.9905	937.303	1.55066601443894	7.2279370294319	7.36006160164271	0.132124572210815	633.7025	702.9315	10.9245268876168
DETH2085	869.3015	866.187	-0.358276156201248	7.40515263518138	7.45174811772758	0.0465954825462012	649.664	709.8725	9.26763680918137
DETH2086	1142.232	1066.126	-6.66291961703052	6.8433620807666	6.99699657768652	0.153634496919918	565.038	652.168	15.4202018271338
DETH2087	984.608	944.384	-4.08528063960479	7.09660917180014	7.20173442847365	0.105125256673511	594.6525	670.69	12.7868797322806
DETH2088	656.9135	663.394	0.986507355991315	8.81764134154689	8.76900479123888	-0.0486365503080073	720.8045	760.149	5.45841486838665
DETH2089	1030.967	1050.2165	1.86713056770972	7.16548117727584	7.25953593429158	0.0940547570157433	591.2085	669.204	13.1925538959606
DETH2090	752.1935	741.9585	-1.36068711043104	8.1584257357974	8.17845585215606	0.020030116358658	671.874	719.211	7.04551746309576
DETH2091	704.8995	692.296	-1.78798537947607	8.48622724161533	8.50223271731691	0.016005475701574	689.7955	734.484	6.47851428430601
DETH2092	734.733	687.1635	-6.47439273858666	8.45241478439425	8.54661054072553	0.0941957563312812	672.463	725.5245	7.89062000437199
DETH2093	635.327	614.462	-3.28413557113109	8.86752087611225	8.88417385352498	0.0166529774127309	712.398	755.974	6.11680549355838
DETH2097	943.7695	927.477	-1.72632194619554	7.62016016427105	7.7563832991102	0.136223134839152	628.2875	695.924	10.7652149692617
DETH2100	1194.53	1132.781	-5.16931345382703	6.832553045859	6.99411909650924	0.161566050650239	561.222	649.89	15.7990955450784
DETH2101	637.4215	640.7295	0.518965864816294	8.52686242299795	8.49573442847365	-0.031127994524299	703.6395	741.298	5.35195934850161
DETH2102	997.425	1030.972	3.36336065368324	7.32361943874059	7.41450239561944	0.0908829568788505	596.6195	666.422	11.6996678787737
DETH2103	770.5075	797.371	3.48646833418235	8.18579055441479	8.23488295687885	0.0490924024640655	665.3345	720.237	8.25186428781311
DETH2104	607.056	601.424	-0.92775625312987	8.57582067077344	8.58568651608487	0.00986584531143109	693.3705	736.7245	6.25264559135412
DETH2105	723.992	714.2185	-1.3499458557553	8.56791375770021	8.57971115674196	0.0117973990417521	673.562	722.1215	7.20935860395924
DETH2106	682.237	666.307	-2.33496570839751	8.64840793976728	8.70615879534565	0.0577508555783712	690.433	736.694	6.70028808008887
DETH2107	737.5205	738.176	0.0888788854004837	8.56797262149213	8.66603696098563	0.098064339493499	673.0665	726.294	7.90820817853807
DETH2108	693.39	741.9415	7.00204790954586	9.00112114989733	8.94428747433265	-0.0568336755646826	705.8275	750.4345	6.3198161023763
DETH2109	904.7355	903.661	-0.118763992349139	8.05984804928131	8.06202874743327	0.00218069815195143	663.316	715.4685	7.86239137907122
DETH2110	862.3635	880.4125	2.09296891624007	7.34153593429158	7.32256262833676	-0.0189733059548258	639.1475	691.9235	8.25724891359192
DK000001	980.98900009925	834.978	-14.8840608900281	8.38822352066858	8.62326351813826	0.235039997469677	561.316048692	606.919391891892	8.1243611876337
DK000003	924.8550017635	807.209	-12.7204806741786	8.38953045573251	8.54294318959617	0.153412733863656	559.2792498425	602.943	7.80714646034092
DK000005	968.817499892	835.7465	-13.7354042331847	8.39440417638741	8.50883915126626	0.114434974878851	561.471373267	602.996621621622	7.3957908331107
DK000014	936.2112502705	800.671	-14.4775284671422	8.42530732375086	8.63498425735797	0.209676933607119	562.248	604.1705	7.45622927960616
DK000028	949.469999864	816.9175	-13.9606833162698	8.28130664369136	8.4477440109514	0.166437367260039	551.7789986535	601.495547297297	9.01022850908061
DK000033	942.5740000138	807.5345	-14.3266735568584	8.25334565400164	8.43181656399726	0.178470909995619	550.3083980965	600.624	9.14316446515084
DK000035	954.9766642435	838.03	-12.2460232403837	8.32790828630486	8.46125804243669	0.133349756131828	554.22999892	601.753351351351	8.57466259927427
DK000042	698.52499982875	553.0775	-20.8220893832587	8.83479351520876	9.18898288843258	0.35418937322382	629.66500039975	529.755130136986	-15.8671468478214
DK000044	724.2000004525	583.119	-19.4809445407828	8.67723477648597	9.01935112936345	0.342116352877481	621.6449994235	536.458709459459	-13.7033660759824
DK000047	709.68333322765	553.929	-21.9470186117063	8.76765001118617	9.23764818617385	0.46999817498768	626.98999878585	533.533917808219	-14.9055138293443
DK000069	1043.3519999598	842.2215	-19.2773388048855	8.58311472541137	8.84091033538672	0.257795609975355	557.6376489665	553.116736486487	-0.810725833951917
DK000074	983.32471978187	836.615	-14.9197632105104	8.42305663300464	8.73754551676934	0.314488883764694	555.56896913184	600.958	8.16982830036154
DK000083	1044.062500725	834.952	-20.0285424081215	8.57752750944928	8.88264476386037	0.305117254411089	560.1659148906	546.625	-2.41730432549516
DK000108	802.211667515	636.3895	-20.6706252513959	8.64431211051335	8.93501574264203	0.290703632128679	610.985000375	596.2625	-2.40963368429075
DK000115	799.2049991672	666.9335	-16.5503843575843	8.93843884988993	8.94424914442163	0.00581029453170068	587.78535378775	584.148328767123	-0.618767547913415
DK000128	970.06071480205	798.461	-17.6895850108791	8.64277345478659	8.73927036276523	0.0964969079786346	582.52370875135	549.415	-5.68366716306177
DK000137	765.6606253814	660.6955	-13.7090927627516	8.34065323769201	8.42505817932923	0.0844049416372208	568.32028029845	595.8535	4.8446660546921
DK000155	1001.68192272186	840.03	-16.1380493203472	8.5444339950414	8.78583162217659	0.241397627135193	565.98149657388	609.876	7.75546615778635
DK000156	997.27733312775	837.8575	-15.9855065218181	8.57706615745154	8.80994798083504	0.232881823383504	566.44383262261	609.6795	7.63282516065375
DK000175	876.7	761.534	-13.1363066043116	8.25160369609856	8.46255030800821	0.21094661190965	553.13275	600.842804054054	8.62542564222678
DK000192	839.0749995215	718.4195	-14.3795846128542	8.55582717660876	8.66472005475702	0.108892878148255	563.558999934	601.2835	6.69397526619538
DK000200	916.68500043	775.2345	-15.4306550629331	8.26616951423751	8.40321423682409	0.137044722586584	552.1922487817	599.6915	8.60194095862401
DK000206	782.34500040975	683.4235	-12.644229893198	8.26102435246858	8.4108295687885	0.149805216319917	563.3853615039	597.9475	6.13472426827703
DK000225	1011.20666748125	810.2375	-19.8741932726602	8.38386995244353	8.79092676249144	0.407056810047914	558.709248005	557.875	-0.149317020969104
DK000230	1053.3033328515	829.147	-21.2812706330915	8.4061560557139	8.81454620123203	0.408390145518139	556.2170824911	553.327	-0.519596140081911
DK000232	1060.673748883	839.8805	-20.8163206749972	8.40894182064107	8.75876386036961	0.349822039728542	555.905560882	556.183	0.0499075989741452
DK000245	1000.41884478647	814.353	-18.598794470548	8.37318182036549	8.69767967145791	0.324497851092415	554.89536360867	578.672	4.28488647602003
DK000247	818.4825012677	627.263	-23.3626865536564	9.01268491508378	8.97334976043806	-0.0393351546457215	597.4961651611	542.612396242133	-9.18562697455461
DK000248	813.3300004921	666.908	-18.0027787495246	8.1653397307666	8.38724435318275	0.221904622416149	564.9206650846	591.7805	4.75462070614422
DK000269	820.65666568775	611.2995	-25.5109322133268	9.04692151424298	9.02356057494866	-0.023360939294319	599.2283310264	530.847708533876	-11.4114468478813
DK000270	808.1362501035	609.1755	-24.6197036796726	9.02439920386311	9.04178234086242	0.0173831369993156	599.2196240195	531.13438596816	-11.3623178083908
DK000271	876.407500545	703.564	-19.721818952658	8.20889185489391	8.26010951403149	0.0512176591375777	565.28325	587.71	3.96734734312399
DK000292	864.0821430105	666.3795	-22.8800750726887	8.38643726946231	8.43354004106776	0.0471027716054486	582.073140279	568.121	-2.3969737329423
DK000294	1000.9859999	865.903	-13.4949939273371	8.72363656212156	8.86856810403833	0.144931541916769	567.4297743393	614.356	8.2699618142773
DK000296	853.58999921975	754.2455	-11.6384328905632	8.22398311195756	8.46693223819302	0.242949126235455	552.9934145473	601.52	8.77525557739697
DK000297	861.5591677836	691.64	-19.7222865401949	8.24431027278412	8.32696372347707	0.0826534506929502	567.3827484567	590.045	3.99417352835313
DK000308	920.60666658675	775.638	-15.74707981686	8.27345242956879	8.39024366872006	0.116791239151267	551.721998675	599.433	8.64765252057764
DK000313	846.6562496645	719.795	-14.9837965189261	8.30853046195743	8.46558795345654	0.15705749149911	558.205750307	602.7235	7.97515068028522
DK000316	698.0321442682	547.6005	-21.5508190422819	9.19009484712716	9.38372895277207	0.193634105644916	638.43857192275	539.1065	-15.5585950303092
DK000319	882.076249494	769.6755	-12.7427475298738	8.67162509035595	8.80003285420945	0.128407763853501	571.660123536	605.4935	5.91844263243759
DK000365	739.121248829	576.828	-21.9575947905873	8.58303901437372	9.12223134839151	0.539192334017796	615.505	555.266	-9.7869229332012
DK000382	903.1659998872	771.7615	-14.5493187192179	8.33321326756715	8.61424229979466	0.281029032227515	557.921699238	594.5895	6.57221269796108
DK000383	865.5461118912	684.5915	-20.9064091912813	8.36768346907187	8.35282819986311	-0.0148552692087609	573.16614018855	587.713	2.53798310672445
DK000384	916.6849999945	779.4875	-14.9667006654765	8.33404689012526	8.6305325119781	0.296485621852842	558.3126239435	592.256	6.07963613947141
DK000394	732.419998692	559.024	-23.6743943368096	8.73804244332895	9.14505681040383	0.407014367074881	624.327499588	533.850033783784	-14.4919879172266
DK000402	817.6059998581	702.19	-14.1163347478041	8.30152264042286	8.47720876112252	0.175686120699657	562.4721984625	601.9705	7.02226734858493
DK000421	779.0840000144	603.713	-22.5098962385518	8.85145283269706	9.06440793976728	0.212955107070226	596.443249343	547.24462939652	-8.24866741314852
DK000436	911.05777800035	678.701	-25.5040661098731	8.18818038727365	8.33367693360712	0.145496546333471	580.9418910281	546.6435	-5.90392801032159
DK000440	964.1940002696	832.2565	-13.6837089042982	8.65705337822683	8.83473100616016	0.177677627933329	569.79669854	605.6465	6.29168290231561
DK000444	931.6408353866	809.931	-13.0640296951018	8.64690510326174	8.83795345653662	0.19104835327488	570.8423312711	604.395	5.87774712751032
DK000453	680.6650005455	546.6685	-19.6861158481944	9.22811773217823	9.40155509924709	0.173437367068857	638.7099997415	533.343979452055	-16.4966918213413
DK000482	721.9445831646	559.7665	-22.4640626090305	8.79272186462297	9.15422587268994	0.361504008066973	625.74333327145	532.587	-14.8873073540263
DK000484	744.385001317	576.2055	-22.5930803306688	8.64817248920958	9.05921971252567	0.411047223316086	621.7249993465	540.122	-13.1252562519238
DK000485	730.7306251246	564.366	-22.7668882902277	8.70477070509647	9.12287748117728	0.418106776080805	623.3637497555	534.266	-14.2930591954451
DK000488	809.7963633945	687.013	-15.1622517641123	8.37124385168706	8.49667488021903	0.125431028531965	565.01379398075	600.1445	6.21767227517404
DK000497	794.7312496855	668.922	-15.830414336329	8.36032306639288	8.45358932238193	0.0932662559890485	566.86975	596.156337837838	5.16636984736579
DK000519	975.08	794.722	-18.4967387291299	8.68811293634497	8.77695277207392	0.0888398357289528	571.02125	542.3555	-5.02008462907466
DK000539	900.8933313795	778.131	-13.6267332772371	8.47476545852936	8.64781519507187	0.173049736542506	569.9208322419	577.7425	1.37241302925038
DK000547	863.870000136	802.4735	-7.10714576572104	9.08390485851047	9.02655989048597	-0.0573449680245037	580.3074989935	602.295	3.78893966468391
DK000564	959.65000005325	814.3535	-15.1405720882809	8.46780464448789	8.67717180013689	0.209367155649005	564.0957483745	606.5165	7.52013319507189
DK000566	908.341249349	688.747	-24.1753030049424	8.18966939450486	8.28324161533197	0.0935722208271059	584.2713742845	524.3215	-10.2606215062161
DK000578	952.6949983718	816.454	-14.3005892341875	8.50828183194833	8.72220944558522	0.213927613636882	565.62228106405	607.404	7.3868587456191
DK000581	941.524999716	806.7315	-14.3165077673624	8.60232375085558	8.78944832306639	0.187124572210815	569.2115	606.273006756757	6.51102564806874
DK000602	815.51250050225	710.5055	-12.8761975368347	8.4623543247525	8.50191238877481	0.0395580640223141	562.3659561828	598.712	6.46305904857895
DK000604	722.2778576486	571.5055	-20.8745645532378	8.65919625537879	9.16825325119781	0.509056995819019	617.66285629045	553.958	-10.3138557939274
DK000621	815.51250050225	716.443	-12.1481277652073	8.4623543247525	8.53673921971253	0.0743848949600281	562.3659561828	601.1855	6.90289719539521
DK000639	928.77500254955	787.387	-15.2230628689866	8.31338714891407	8.5672334017796	0.253846252865538	555.09893102299	595.3585	7.25268357170421
DK000641	931.944616248605	788.195	-15.4246951741882	8.30153604718556	8.54186995208761	0.240333904902046	553.99505218555	596.4285	7.65953552239267
DK000649	754.062499998	604.2545	-19.866788230206	8.66151950944079	9.07293771389459	0.411418204453799	614.199999402	577.1295	-6.03557463987182
DK000650	771.6587502535	615.7465	-20.2048185421705	8.67723819921244	9.01607529089665	0.338837091684209	614.299999433	583.045	-5.08790484483941
DK000660	744.64000039825	601.755	-19.1884669534046	8.65888296113127	9.16420260095825	0.505319639826974	613.6269999006	591.8765	-3.54457999796672
DK000668	803.05142765345	630.348	-21.5058988386456	8.95926786315267	9.02248733744011	0.0632194742874397	594.62060406515	563.216841077379	-5.28131093559121
DK000669	803.05142765345	630.368	-21.5034083381233	8.95926786315267	9.02239425051335	0.0631263873606773	594.62060406515	563.212341077379	-5.28206772066883
DK000670	804.65153815826	632.165	-21.4361782683047	8.9609641341278	9.01422450376455	0.0532603696367424	594.6038999151	561.676773232136	-5.53765736949679
DK000671	802.8300016114	628.956	-21.6576362694978	8.98519855688942	9.01935249828884	0.0341539413994205	595.3935051703	555.93004165124	-6.62813134109884
DK000693	854.1575000565	734.4695	-14.0124040412433	8.39118857733463	8.53233401779603	0.141145440461402	570.5759368385	585.076	2.54130295817299
DK000705	782.8440019304	608.3835	-22.2854746923016	8.81240315106954	9.10531006160164	0.292906910532102	594.655350454	569.941226212514	-4.15604168408098
DK000717	901.0014991919	680.085	-24.5189935188829	8.22833620826558	8.37902669404517	0.150690485779597	580.1450578361	568.5075	-2.00597379550338
DK000729	1010.99799839765	846.1255	-16.3078956297599	8.60765982392526	8.84446132785763	0.236801503932375	567.412198961	608.77	7.28884594210894
DK000733	993.00937573835	851.6455	-14.2359054397889	8.6426505834541	8.81512388774812	0.172473304294018	568.5283882574	609.539	7.21346771588695
DK000759	791.020001585	621.854	-21.3858058261529	8.64632443565024	8.98935797399042	0.343033538340178	611.159999784	589.0365	-3.61991946328606
DK000764	1006.15083464865	845.3285	-15.9839190219237	8.42826032884559	8.76718548939083	0.338925160545243	559.0575822071	607.30475	8.6300891586919
DK000769	999.65899788965	840.032	-15.9681449600948	8.50035928766312	8.82129226557153	0.320932977908406	558.7066371033	603.8025	8.07147434841771
DK000789	673.1562506285	549.6045	-18.3540969148165	8.8848733744011	9.27839561943874	0.393522245037644	632.355	528.548840614587	-16.4158043164698
DK000790	698.786250933	551.4685	-21.0819475535338	8.80975358790938	9.15825051334702	0.348496925437646	628.319999978	525.77222315809	-16.3209474190701
DK000791	738.6587504215	558.7425	-24.3571541417244	8.67149897426735	9.1397864476386	0.468287473371253	622.3999996155	531.2045	-14.6522332377631
DK000792	719.218124947	553.983	-22.9742715339907	8.72853011448404	9.17322108145106	0.444690966967018	624.5306254388	526.7155	-15.6621823581629
DK000793	698.786250933	549.466	-21.3685158707161	8.80975358790938	9.18892402464066	0.379170436731281	628.319999978	524.649099685302	-16.4996976534772
DK000794	731.0525016899	555.4815	-24.0161960028931	8.70145563341684	9.16623819301848	0.464782559601643	623.2674995771	527.66	-15.3397216511324
DK000830	845.2731248	721.424	-14.6519652839198	8.19366470491924	8.43081861738535	0.237153912466109	562.3489374147	593.2595	5.49668729301879
DK000847	763.325	597.184	-21.7654341204598	8.74160164271047	9.12596167008898	0.384360027378507	617.815	566.047240744169	-8.37916840086938
DK000855	868.72700066445	714.434	-17.760815601039	8.29728335763279	8.37155099247091	0.074267634838117	568.8058487785	588.1045	3.39283628375897
DK000870	980.971156591005	865.325	-11.7889456600222	8.84916100175932	8.94959206023272	0.100431058473399	568.61518953511	623.6355	9.67619428349666
DK000875	958.036249164	833.2555	-13.0246375617714	8.93357631759069	8.97142094455852	0.0378446269678303	572.4035	605.209	5.73118438304449
DK000877	958.036249164	837.5585	-12.5754896298685	8.93357631759069	8.96796030116359	0.0343839835728943	572.4035	605.9875	5.86718984073297
DK000895	907.16749929025	701.4535	-22.6765177821292	8.26083996656059	8.2864462696783	0.0256063031177174	584.0718795226	542.46	-7.12444494958602
DK000896	907.9842850517	698.627	-23.0573687781148	8.2069728103295	8.2821067761807	0.0751339658511991	581.78610418245	547.8605	-5.83128471762379
DK000899	1007.67333537285	830.046	-17.6274720326033	8.60929157395907	8.93494866529774	0.325657091338671	562.5955394048	607.963	8.06395668248573
DK000903	1002.8287505375	873.52	-12.8944000127831	8.65362080789485	8.85023819301848	0.196617385123632	567.316249195	614.375	8.29497672096906
DK000908	820.62166718875	591.821	-27.8813826562203	8.7343508904679	8.70327310061602	-0.0310777898518833	653.6349987005	527.914	-19.2341289787798
DK000923	865.38285721	738.5025	-14.6617599543239	8.4494020649488	8.64129637234771	0.191894307398904	559.39935394795	604.755	8.10791891909661
DK000931	715.0325006935	578.8705	-19.0427708616655	8.81000684462697	9.13394798083504	0.323941136208077	629.59	538.1135	-14.5295350942677
DK000935	733.745000331	579.1105	-21.0746921970498	8.65396303901437	9.10740177960301	0.453438740588638	618.975	545.5925	-11.8554868936548
DK000936	712.8400012465	574.913	-19.3489424001621	8.81000684462697	9.16114031485284	0.351133470225873	629.59	539.9035	-14.2452230816881
DK000952	738.4900003275	605.6315	-17.9905618584654	8.72498289404216	9.26596303901437	0.54098014497221	614.644999486	604.1695	-1.70431704394572
DK000954	833.5574997445	701.874	-15.797770373953	8.30853045844449	8.51412594113621	0.205595482691718	558.2057490085	602.97	8.01931027600692
DK000960	922.8574997615	777.664	-15.7330356852519	8.27345242984257	8.39079808350445	0.117345653661877	551.722	599.142	8.5949083052697
DK000968	810.55699891295	673.084	-16.9603123651165	8.98194784908364	8.86989048596852	-0.11205736311512	589.639349198	574.318794520548	-2.59829244745798
DK000969	923.3137499195	780.112	-15.5095437419821	8.27345242984257	8.38281314168378	0.109360711841205	551.722	599.294	8.62245841202635
DK000978	806.5475010406	656.096	-18.653768171929	9.0175455335301	9.00037097878166	-0.0171745547484399	591.5380814598	569.358906608663	-3.74940778054435
DK000983	895.53100050555	787.0095	-12.1181176803803	8.37313744630199	8.5055099247091	0.132372478407119	556.4292501075	602.7595	8.32635054385605
DK000986	901.00777799195	777.823	-13.6718884121609	8.33786477258556	8.46958521560575	0.131720443020191	554.9092511424	601.6065	8.41529471016453
DK000987	937.74	816.8405	-12.8926461492525	8.35375359342916	8.41987405886379	0.0661204654346346	556.3105	600.203074324324	7.88994173655257
DK000990	868.6993742654	692.169	-20.3212272847186	8.37425051055208	8.3339356605065	-0.0403148500455757	573.3641869062	587.8295	2.52288395824876
DK000991	811.23500084	670.0775	-17.4003218172092	8.92028986633785	8.84860095824778	-0.071688908090076	589.5652496305	573.054814235468	-2.80044242861654
DK000996	958.036249164	832.5385	-13.0994781537245	8.93357631759069	8.97198083504449	0.0384045174537988	572.4035	605.079	5.70847313127889
DK001000	877.6391683458	680.2635	-22.489386921714	8.33916325932937	8.46701026694045	0.127847007611084	581.47916547235	583.437	0.336698998675145
DK001001	991.676666783	839.8215	-15.3129716438341	8.78169860052225	8.96869678302533	0.18699818250308	570.0269157105	605.1605	6.16349567383295
DK001002	982.623750592	828.0355	-15.7321915431889	8.76768309090773	9.01958658453114	0.251903493623409	569.783874847	601.043	5.48613720621592
DK001007	992.385556208	869.5765	-12.3751353936735	8.75676591969815	8.88489801505818	0.128132095360026	566.8903317125	621.6945	9.66750802080957
ES000015	2185.78566666667	1302.267	-40.4211025875212	11.6940341090577	12.737356605065	1.0433224960073	825.561952539259	850.5515	3.02697421845544
ES000016	1981.37543181818	1290.941	-34.8462194862593	11.8266963163462	12.3491649555099	0.522468639163712	859.486712962446	872.888	1.55921980356891
ES000022	1419.9653125	984.4765	-30.6689754085102	12.6444485797399	13.2735208761123	0.629072296372348	908.273561262501	925.1865	1.86209744055411
ES000027	1372.891375	979.6295	-28.6447917265122	12.7397606091718	13.2665133470226	0.526752737850787	884.916770809415	891.6685	0.762979006987179
ES000039	1357.8831875	892.279	-34.2889721138108	11.8792750684463	12.1611101984942	0.281835130047913	915.026605480962	855.202	-6.5380181431464
ES000048	1304.94514285714	891.8815	-31.6537170254338	9.16900325934617	9.57375222450376	0.404748965157589	884.74908866941	794.9765	-10.1466720699787
ES000051	1566.014625	972.404	-37.9058161733323	7.13983410335387	7.95107597535934	0.811241872005476	756.040807971247	745.3585	-1.41292743177609
ES000062	1421.30455882353	854.8935	-39.851491033869	12.0058618995853	12.6977618069815	0.691899907396223	878.347924898398	829.155	-5.60061947025013
ES000063	1419.95846428571	860.496	-39.3999175579507	11.9306662266549	12.6150212183436	0.684354991688666	879.093299752163	829.509	-5.64039104451626
ES000069	1183.542125	932.5535	-21.2065645741169	13.0100539584759	13.6292525667351	0.619198608259184	887.324610832229	829.3735	-6.53099329431161
ES000072	1567.35002941176	950.917	-39.3296339582241	9.76696328058944	9.82656536618754	0.0596020855980992	871.277238445727	876.7315	0.626007579860914
ES000074	1360.84815625	964.5365	-29.1224009401673	9.07487521389459	9.30726488706365	0.232389673169061	815.889761610788	831.303	1.88913246794301
ES000075	1430.22571929825	945.264	-33.9080547045537	10.1296369826002	10.3772621492129	0.247625166612631	864.431105370257	870.311	0.68020396226082
ES000081	1248.55389655172	855.4145	-31.4875791615806	9.5918507871321	10.2897659137577	0.697915126625599	860.562489992662	851.252	-1.0819074850382
ES000084	1188.7426	923.2285	-22.3357100183	11.7624569472964	12.1675742642026	0.405117316906228	879.450338683836	870.447	-1.02374611593305
ES000085	1378.83364285714	948.3735	-31.2191499741163	11.928072846387	12.0910882956879	0.163015449300872	849.650153726381	870.7905	2.48812363310973
ES000095	1295.50275	1027.0085	-20.7251007379182	11.6072917677805	11.7476153319644	0.140323564183934	894.251819219743	934.738	4.52738030945045
ES000106	683.642851851852	516.7545	-24.4116282938942	10.575717899967	11.0607241615332	0.485006261566152	1087.13204118076	1065.153	-2.02174532146876
ES000111	601.214608695652	540.754	-10.0564104433228	10.7821434693331	11.2676495550992	0.485506085766152	1048.79496540063	1055.3135	0.621526114675589
ES000113	632.789321428571	559.8295	-11.5298755775238	10.7905168671165	11.2411649555099	0.450648088393468	1045.13543870445	1036.373	-0.838402218501994
ES000117	752.5378	645.9755	-14.160391677335	10.2222693360712	10.7210937713895	0.498824435318275	962.756763922033	978.9525	1.68222511488668
ES000129	900.776791666667	604.534	-32.8874804954224	9.7439734770705	9.74597672826831	0.00200325119780942	977.532522209881	989.4365	1.21775772362108
ES000131	848.468925	596.132	-29.7402671523886	9.77588677275839	9.94194387405886	0.166057101300479	997.566780930917	996.2165	-0.135357447413918
ES000142	587.098681818182	565.8855	-3.61322252546827	10.7934210067824	10.9325051334702	0.139084126687823	1077.71352069797	965.9955	-10.3662075822912
ES000145	515.168796875	478.578	-7.10268112062664	11.2874990588638	11.8566392881588	0.569140229295003	1088.63306973277	1078.1065	-0.966952963807206
ES000147	631.831307692308	476.9555	-24.5122085288831	10.3753467330069	10.9043463381246	0.528999605117676	1031.07741298269	1020.6485	-1.01145780630741
ES000148	658.1994	564.662	-14.2111038083596	9.94058220396988	10.725864476386	0.785282272416154	961.112489756907	974.7395	1.41783718225734
ES000150	560.6	509.6415	-9.08999286478773	10.7698130656324	11.3562546201232	0.586441554490834	1051.68565891189	1063.3705	1.11105832708558
ES000151	888.9533125	740.0815	-16.7468651510312	9.44219002395619	10.2941122518823	0.851922227926078	919.316446455006	937.53	1.98120610321152
ES000153	788.403833333333	638.2525	-19.044977584457	9.80229272187999	11.0064407939767	1.20414807209674	945.596939739763	969.2405	2.50038460009651
ES000154	621.597477777778	548.0355	-11.8343430286692	11.2255825081755	11.7930773442847	0.56749483610921	1031.02469712135	1027.792	-0.313542161538378
ES000158	650.534142857143	581.772	-10.570105137778	11.1014670969004	11.4114236824093	0.309956585508948	1022.69119765189	1010.7525	-1.16738050345026
ES000167	1254.05341666667	870.786	-30.5622879833468	7.06758977869039	7.58826009582478	0.520670317134383	816.870437182071	786.981	-3.65901810392101
ES000172	864.161041666667	613.139	-29.0480627525782	10.0979838866073	10.2309650924025	0.132981205795117	1037.91986531278	921.167	-11.2487359780515
ES000177	1375.3778	917.4835	-33.2922561350052	6.88076728268309	7.29631622176591	0.415548939082821	792.426915915622	762.992	-3.71452752606352
ES000181	727.152880952381	683.46	-6.00876130685951	9.8822643329748	10.5556125941136	0.673348261138816	1022.71351872002	1001.5585	-2.06851853747799
ES000188	888.0147	820.2895	-7.62658546080374	8.57970814510609	9.25188911704312	0.672180971937028	945.552101795011	932.706	-1.3585821205013
ES000200	952.658375	646.964	-32.0885621773912	8.99761464750171	9.05899247091033	0.0613778234086233	920.818059938464	955.6925	3.78733232750307
ES000203	999.6	677.2345	-32.249449779912	9.69299771845768	9.59593976728268	-0.0970579511749943	1013.90000922297	880.389	-13.1680647014977
ES000215	665.811125	582.0795	-12.5758825372586	10.1357431325576	10.556681724846	0.420938592288387	983.881068150145	1000.7145	1.71092141060349
ES000222	465.070125	436.514	-6.1401761723568	11.7130218050259	11.9738357289528	0.260813923926859	1109.94013988648	1068.5065	-3.73296166140286
ES000224	466.461318181818	440.3125	-5.60578490918421	11.8057033632008	12.1010499657769	0.295346602576068	1105.52349943747	1070.744	-3.14597559031267
ES000227	393.307756756757	372.252	-5.3535066102901	12.1782244112696	12.481029431896	0.302805020626376	1135.45706660069	1152.2185	1.47618381111432
ES000241	683.784010869565	545.999	-20.1503703917184	10.7068392851829	10.9082464065708	0.201407121387971	1072.9361346885	972.588	-9.35266615078046
ES000247	606.252222222222	441.7825	-27.1289269042771	11.9282463305194	12.5140629705681	0.585816640048673	1158.59803506898	1128.014	-2.63974511808649
ES000259	571.626416666667	524.8515	-8.18277730050091	11.3244020457829	11.7178124572211	0.393410411438133	1080.47350590607	1055.4195	-2.31879872751384
ES000310	1046.8441	1031.3885	-1.47639939891718	11.8988068104038	12.5324147843943	0.633607973990417	1074.44859572098	1069.6315	-0.448331892299674
ES000317	778.688107142857	668.6785	-14.1275571225175	11.836336380822	12.2645407255305	0.428204344708451	987.545552496249	1014.28	2.7071609442393
ES000327	1147.96492857143	1042.142	-9.21830675638485	7.96815437078322	7.29691170431211	-0.671242666471106	870.050059657169	801.1415	-7.92006837909096
